# Gene Family	SRR579274_Abundance-RPKs
UNMAPPED	69908.0000000000
UniRef90_unknown	3263.8101180300
UniRef90_unknown|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	627.8289930111
UniRef90_unknown|g__Blautia.s__Ruminococcus_obeum	427.0705606674
UniRef90_unknown|g__Eubacterium.s__Eubacterium_rectale	423.6961932500
UniRef90_unknown|g__Dorea.s__Dorea_longicatena	252.8861317282
UniRef90_unknown|g__Eubacterium.s__Eubacterium_hallii	251.0942079592
UniRef90_unknown|g__Roseburia.s__Roseburia_intestinalis	239.3062057929
UniRef90_unknown|g__Bacteroides.s__Bacteroides_dorei	234.3734286518
UniRef90_unknown|g__Blautia.s__Ruminococcus_torques	218.5781770330
UniRef90_unknown|g__Coprococcus.s__Coprococcus_comes	210.3386175982
UniRef90_unknown|g__Bacteroides.s__Bacteroides_uniformis	208.6844403135
UniRef90_unknown|g__Bacteroides.s__Bacteroides_vulgatus	169.9531620248
UniRef90_C4Z5Z4	1000.0000000000
UniRef90_C4Z5Z4|g__Eubacterium.s__Eubacterium_rectale	1000.0000000000
UniRef90_C7H4J3	500.0000000000
UniRef90_C7H4J3|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	500.0000000000
UniRef90_U4APK7	500.0000000000
UniRef90_U4APK7|g__Blautia.s__Ruminococcus_obeum	500.0000000000
UniRef90_C0B7A5	333.3333333333
UniRef90_C0B7A5|g__Coprococcus.s__Coprococcus_comes	333.3333333333
UniRef90_R5I1F6	291.3956477691
UniRef90_R5I1F6|g__Eubacterium.s__Eubacterium_rectale	291.3956477691
UniRef90_E2ZGQ2	266.0740857794
UniRef90_E2ZGQ2|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	266.0740857794
UniRef90_D4JLA6	250.0000000000
UniRef90_D4JLA6|g__Eubacterium.s__Eubacterium_rectale	250.0000000000
UniRef90_E2ZHA0	250.0000000000
UniRef90_E2ZHA0|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	250.0000000000
UniRef90_R7DB87	250.0000000000
UniRef90_R7DB87|g__Blautia.s__Ruminococcus_obeum	250.0000000000
UniRef90_C4ZI64	166.6666666667
UniRef90_C4ZI64|g__Eubacterium.s__Eubacterium_rectale	166.6666666667
UniRef90_A5ZYV3	155.1557408576
UniRef90_A5ZYV3|g__Blautia.s__Ruminococcus_obeum	155.1557408576
UniRef90_C0ES93	142.8571428571
UniRef90_C0ES93|g__Eubacterium.s__Eubacterium_hallii	142.8571428571
UniRef90_C7H5V6	142.8571428571
UniRef90_C7H5V6|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	142.8571428571
UniRef90_A7B6K2	135.5774478793
UniRef90_A7B6K2|g__Dorea.s__Dorea_longicatena	120.4386154664
UniRef90_A7B6K2|g__Blautia.s__Ruminococcus_torques	15.1388324129
UniRef90_D4LZW0	125.0000000000
UniRef90_D4LZW0|g__Blautia.s__Ruminococcus_torques	125.0000000000
UniRef90_D4V4C3	125.0000000000
UniRef90_D4V4C3|g__Bacteroides.s__Bacteroides_vulgatus	125.0000000000
UniRef90_E2ZHY2	125.0000000000
UniRef90_E2ZHY2|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	125.0000000000
UniRef90_A5ZYU0	123.3222937274
UniRef90_A5ZYU0|g__Blautia.s__Ruminococcus_obeum	123.3222937274
UniRef90_D6E0Q6	116.2694148676
UniRef90_D6E0Q6|g__Eubacterium.s__Eubacterium_rectale	116.2694148676
UniRef90_A5ZQM3	112.6768759363
UniRef90_A5ZQM3|g__Blautia.s__Ruminococcus_obeum	112.6768759363
UniRef90_A5ZYV7	101.3245809214
UniRef90_A5ZYV7|g__Blautia.s__Ruminococcus_obeum	101.3245809214
UniRef90_A5KR91	100.0000000000
UniRef90_A5KR91|g__Blautia.s__Ruminococcus_torques	100.0000000000
UniRef90_C0BEI3	83.3333333333
UniRef90_C0BEI3|g__Coprococcus.s__Coprococcus_comes	83.3333333333
UniRef90_C4ZFI0	83.3333333333
UniRef90_C4ZFI0|g__Eubacterium.s__Eubacterium_rectale	83.3333333333
UniRef90_C4ZER8	78.4795079504
UniRef90_C4ZER8|g__Eubacterium.s__Eubacterium_rectale	78.4795079504
UniRef90_A8S881	73.2298790482
UniRef90_A8S881|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	73.2298790482
UniRef90_C7H7M1	71.4285714286
UniRef90_C7H7M1|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	71.4285714286
UniRef90_D4LT91	71.4285714286
UniRef90_D4LT91|g__Blautia.s__Ruminococcus_obeum	71.4285714286
UniRef90_A6BKY7	69.9744699306
UniRef90_A6BKY7|g__Dorea.s__Dorea_longicatena	69.9744699306
UniRef90_E4W393	69.7304775619
UniRef90_E4W393|g__Bacteroides.s__Bacteroides_dorei	69.7304775619
UniRef90_C4ZHP2	69.6038505738
UniRef90_C4ZHP2|g__Eubacterium.s__Eubacterium_rectale	69.6038505738
UniRef90_A8ST13	67.9061696783
UniRef90_A8ST13|g__Blautia.s__Ruminococcus_obeum	67.9061696783
UniRef90_A5ZX27	66.6666666667
UniRef90_A5ZX27|g__Blautia.s__Ruminococcus_obeum	66.6666666667
UniRef90_A5KR94	66.0943438184
UniRef90_A5KR94|g__Blautia.s__Ruminococcus_torques	66.0943438184
UniRef90_R0HEY5	63.5780063255
UniRef90_R0HEY5|g__Bacteroides.s__Bacteroides_dorei	63.5780063255
UniRef90_A5ZM91	62.5000000000
UniRef90_A5ZM91|g__Blautia.s__Ruminococcus_obeum	62.5000000000
UniRef90_A6L773	62.5000000000
UniRef90_A6L773|g__Bacteroides.s__Bacteroides_vulgatus	62.5000000000
UniRef90_C6IUU9	62.2469845813
UniRef90_C6IUU9|g__Bacteroides.s__Bacteroides_dorei	62.2469845813
UniRef90_A5ZQM1	62.1068818361
UniRef90_A5ZQM1|g__Blautia.s__Ruminococcus_obeum	62.1068818361
UniRef90_D4JKV3	61.5530846485
UniRef90_D4JKV3|g__Eubacterium.s__Eubacterium_rectale	61.5530846485
UniRef90_A5KRI2	61.1852716771
