# Gene Family	SRR579278_Abundance-RPKs
UNMAPPED	173296.0000000000
UniRef90_unknown	8517.7034531182
UniRef90_unknown|g__Escherichia.s__Escherichia_coli	924.5108686128
UniRef90_unknown|g__Bacteroides.s__Bacteroides_stercoris	921.6712586853
UniRef90_unknown|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	652.8721578732
UniRef90_unknown|g__Bacteroides.s__Bacteroides_eggerthii	520.1833654307
UniRef90_unknown|g__Bacteroides.s__Bacteroides_uniformis	447.1806775570
UniRef90_unknown|g__Eubacterium.s__Eubacterium_rectale	425.0616254282
UniRef90_unknown|g__Ruminococcus.s__Ruminococcus_bromii	387.8665766775
UniRef90_unknown|g__Blautia.s__Ruminococcus_obeum	356.9624496565
UniRef90_unknown|g__Bacteroides.s__Bacteroides_dorei	329.7091063646
UniRef90_unknown|g__Bacteroides.s__Bacteroides_vulgatus	323.4108160993
UniRef90_unknown|g__Bacteroides.s__Bacteroides_coprophilus	320.4877400775
UniRef90_unknown|g__Dorea.s__Dorea_formicigenerans	319.4609582867
UniRef90_unknown|g__Bacteroides.s__Bacteroides_ovatus	273.2133274050
UniRef90_unknown|g__Ruminococcus.s__Ruminococcus_lactaris	270.9460425760
UniRef90_unknown|g__Anaerostipes.s__Anaerostipes_hadrus	269.8991641957
UniRef90_unknown|g__Dorea.s__Dorea_longicatena	226.2248156747
UniRef90_unknown|g__Blautia.s__Ruminococcus_torques	220.2799002477
UniRef90_unknown|g__Eubacterium.s__Eubacterium_hallii	220.2552299702
UniRef90_unknown|g__Bacteroides.s__Bacteroides_caccae	184.4485012897
UniRef90_unknown|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_8_1_57FAA	122.3304046037
UniRef90_unknown|g__Coprococcus.s__Coprococcus_catus	121.0522215453
UniRef90_unknown|g__Akkermansia.s__Akkermansia_muciniphila	104.4674326667
UniRef90_unknown|g__Eubacterium.s__Eubacterium_eligens	100.8608258505
UniRef90_unknown|g__Parasutterella.s__Parasutterella_excrementihominis	83.5004055859
UniRef90_unknown|g__Streptococcus.s__Streptococcus_salivarius	81.7232264454
UniRef90_unknown|g__Roseburia.s__Roseburia_hominis	74.9635014593
UniRef90_unknown|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_1_57FAA	71.9239083750
UniRef90_unknown|g__Barnesiella.s__Barnesiella_intestinihominis	66.4786435470
UniRef90_unknown|g__Alistipes.s__Alistipes_putredinis	64.8523733117
UniRef90_unknown|g__Bifidobacterium.s__Bifidobacterium_longum	30.9059276195
UniRef90_A5ZYV3	538.3131504535
UniRef90_A5ZYV3|g__Blautia.s__Ruminococcus_obeum	538.3131504535
UniRef90_B0NUL5	500.0000000000
UniRef90_B0NUL5|g__Bacteroides.s__Bacteroides_stercoris	500.0000000000
UniRef90_E2ZGA1	500.0000000000
UniRef90_E2ZGA1|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	500.0000000000
UniRef90_D4V7Y0	416.0079154299
UniRef90_D4V7Y0|g__Bacteroides.s__Bacteroides_vulgatus	416.0079154299
UniRef90_C4ZEB3	333.3333333333
UniRef90_C4ZEB3|g__Eubacterium.s__Eubacterium_rectale	333.3333333333
UniRef90_K5YJ83	333.3333333333
UniRef90_K5YJ83|g__Bacteroides.s__Bacteroides_caccae	333.3333333333
UniRef90_A0A016KDX5	332.3376884701
UniRef90_A0A016KDX5|g__Bacteroides.s__Bacteroides_eggerthii	104.2835913425
UniRef90_A0A016KDX5|g__Bacteroides.s__Bacteroides_ovatus	90.0873354289
UniRef90_A0A016KDX5|g__Bacteroides.s__Bacteroides_dorei	67.6345434134
UniRef90_A0A016KDX5|g__Bacteroides.s__Bacteroides_coprophilus	66.6557476971
UniRef90_A0A016KDX5|g__Bacteroides.s__Bacteroides_caccae	3.6764705882
UniRef90_A5KIS9	298.9413275514
UniRef90_A5KIS9|g__Blautia.s__Ruminococcus_torques	298.9413275514
