# Gene Family	SRR579290_Abundance-RPKs
UNMAPPED	125496.0000000000
UniRef90_unknown	27728.4014075654
UniRef90_unknown|g__Bacteroides.s__Bacteroides_ovatus	9598.5732210866
UniRef90_unknown|g__Bacteroides.s__Bacteroides_uniformis	7016.0593840920
UniRef90_unknown|g__Bacteroides.s__Bacteroides_vulgatus	5439.5389259307
UniRef90_unknown|g__Bacteroides.s__Bacteroides_thetaiotaomicron	2552.6340492639
UniRef90_unknown|g__Parabacteroides.s__Parabacteroides_merdae	1394.4556037228
UniRef90_unknown|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	837.9682772898
UniRef90_unknown|g__Alistipes.s__Alistipes_putredinis	352.0996883507
UniRef90_unknown|g__Dialister.s__Dialister_invisus	314.6415529693
UniRef90_unknown|g__Bifidobacterium.s__Bifidobacterium_dentium	89.0106242738
UniRef90_unknown|g__Blautia.s__Ruminococcus_gnavus	84.7512460172
UniRef90_unknown|g__Ruminococcus.s__Ruminococcus_bromii	37.4812057239
UniRef90_unknown|g__Akkermansia.s__Akkermansia_muciniphila	11.1876288445
UniRef90_D7K9R7	1169.5278442930
UniRef90_D7K9R7|g__Bacteroides.s__Bacteroides_ovatus	1169.5278442930
UniRef90_A7UY13	1094.1405854999
UniRef90_A7UY13|g__Bacteroides.s__Bacteroides_uniformis	1094.1405854999
UniRef90_A7UXK9	1000.0000000000
UniRef90_A7UXK9|g__Bacteroides.s__Bacteroides_uniformis	1000.0000000000
UniRef90_A7V401	1000.0000000000
UniRef90_A7V401|g__Bacteroides.s__Bacteroides_uniformis	1000.0000000000
UniRef90_D4V9C0	1000.0000000000
UniRef90_D4V9C0|g__Bacteroides.s__Bacteroides_vulgatus	1000.0000000000
UniRef90_G1UKQ7	1000.0000000000
UniRef90_G1UKQ7|g__Bacteroides.s__Bacteroides_ovatus	1000.0000000000
UniRef90_Q5L8D2	1000.0000000000
UniRef90_Q5L8D2|g__Bacteroides.s__Bacteroides_thetaiotaomicron	1000.0000000000
UniRef90_A7LQH0	910.0236011557
UniRef90_A7LQH0|g__Bacteroides.s__Bacteroides_ovatus	910.0236011557
UniRef90_D4V9W9	667.8658052991
UniRef90_D4V9W9|g__Bacteroides.s__Bacteroides_vulgatus	667.8658052991
UniRef90_A8SFG6	666.6666666667
UniRef90_A8SFG6|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	666.6666666667
UniRef90_R9HTU6	657.9964117086
UniRef90_R9HTU6|g__Bacteroides.s__Bacteroides_uniformis	657.9964117086
UniRef90_C3R490	579.6933227922
UniRef90_C3R490|g__Bacteroides.s__Bacteroides_uniformis	579.6933227922
UniRef90_I8ZBQ1	568.6101482853
UniRef90_I8ZBQ1|g__Bacteroides.s__Bacteroides_uniformis	568.6101482853
UniRef90_F7L665	555.0674957398
UniRef90_F7L665|g__Bacteroides.s__Bacteroides_ovatus	555.0674957398
UniRef90_W1I7H1	551.4208446289
UniRef90_W1I7H1|g__Parabacteroides.s__Parabacteroides_merdae	408.7793511786
UniRef90_W1I7H1|g__Bacteroides.s__Bacteroides_uniformis	142.6414934504
UniRef90_C3R486	539.3939126598
UniRef90_C3R486|g__Bacteroides.s__Bacteroides_uniformis	539.3939126598
UniRef90_A7M4I7	513.3333333333
UniRef90_A7M4I7|g__Bacteroides.s__Bacteroides_ovatus	513.3333333333
UniRef90_C3R492	510.4967334143
UniRef90_C3R492|g__Bacteroides.s__Bacteroides_uniformis	510.4967334143
UniRef90_A7AL34	500.0000000000
UniRef90_A7AL34|g__Parabacteroides.s__Parabacteroides_merdae	500.0000000000
UniRef90_A7LRT5	500.0000000000
UniRef90_A7LRT5|g__Bacteroides.s__Bacteroides_ovatus	500.0000000000
UniRef90_A7M2V2	500.0000000000
UniRef90_A7M2V2|g__Bacteroides.s__Bacteroides_ovatus	500.0000000000
UniRef90_A7UZW4	500.0000000000
UniRef90_A7UZW4|g__Bacteroides.s__Bacteroides_uniformis	500.0000000000
UniRef90_A7V9J9	500.0000000000
UniRef90_A7V9J9|g__Bacteroides.s__Bacteroides_uniformis	500.0000000000
UniRef90_C9LQH3	500.0000000000
UniRef90_C9LQH3|g__Dialister.s__Dialister_invisus	500.0000000000
UniRef90_I9J8V9	500.0000000000
UniRef90_I9J8V9|g__Bacteroides.s__Bacteroides_uniformis	500.0000000000
UniRef90_K5YJF7	500.0000000000
UniRef90_K5YJF7|g__Parabacteroides.s__Parabacteroides_merdae	500.0000000000
UniRef90_W1I8Q3	482.5067645583
UniRef90_W1I8Q3|g__Bacteroides.s__Bacteroides_uniformis	482.5067645583
UniRef90_A0A016AXG9	480.9203463909
UniRef90_A0A016AXG9|g__Bacteroides.s__Bacteroides_uniformis	480.9203463909
UniRef90_R0HEY5	468.8020096022
UniRef90_R0HEY5|g__Bacteroides.s__Bacteroides_ovatus	468.8020096022
UniRef90_C3R491	435.2244894391
UniRef90_C3R491|g__Bacteroides.s__Bacteroides_uniformis	435.2244894391
UniRef90_A7UXM7	434.4827586207
UniRef90_A7UXM7|g__Bacteroides.s__Bacteroides_uniformis	434.4827586207
UniRef90_A7LRC1	433.9091084850
UniRef90_A7LRC1|g__Bacteroides.s__Bacteroides_ovatus	433.9091084850
UniRef90_A7AJP8	420.7244965024
UniRef90_A7AJP8|g__Parabacteroides.s__Parabacteroides_merdae	420.7244965024
UniRef90_A0A015VJT9	398.2409774556
UniRef90_A0A015VJT9|g__Parabacteroides.s__Parabacteroides_merdae	398.2409774556
UniRef90_B3JMD4	394.9883231939
UniRef90_B3JMD4|g__Bacteroides.s__Bacteroides_ovatus	394.9883231939
UniRef90_C3R487	390.4230639482
UniRef90_C3R487|g__Bacteroides.s__Bacteroides_uniformis	390.4230639482
UniRef90_A0A016B4E0	387.6194325387
UniRef90_A0A016B4E0|g__Bacteroides.s__Bacteroides_uniformis	387.6194325387
UniRef90_C3R2R3	387.4380182058
UniRef90_C3R2R3|g__Bacteroides.s__Bacteroides_ovatus	387.4380182058
UniRef90_A7V130	380.8855055724
UniRef90_A7V130|g__Bacteroides.s__Bacteroides_uniformis	380.8855055724
UniRef90_R6HVJ4	379.7816829247
UniRef90_R6HVJ4|g__Bacteroides.s__Bacteroides_vulgatus	379.7816829247
UniRef90_K1GVM0	378.0773862648
UniRef90_K1GVM0|g__Bacteroides.s__Bacteroides_uniformis	378.0773862648
UniRef90_C6IUU9	376.6548166016
UniRef90_C6IUU9|g__Bacteroides.s__Bacteroides_ovatus	376.6548166016
UniRef90_C3QNL6	375.0000000000
UniRef90_C3QNL6|g__Bacteroides.s__Bacteroides_ovatus	375.0000000000
UniRef90_A7AE97	357.6590594322
UniRef90_A7AE97|g__Parabacteroides.s__Parabacteroides_merdae	357.6590594322
UniRef90_A7LTJ5	351.8518518519
UniRef90_A7LTJ5|g__Bacteroides.s__Bacteroides_ovatus	351.8518518519
UniRef90_A7UYB9	347.6190476190
UniRef90_A7UYB9|g__Bacteroides.s__Bacteroides_uniformis	347.6190476190
UniRef90_D4V4C3	345.3815261044
